Lang,Text
eng,Isn't Tom a lord of some sort?
eng,Tom's story shocked the nation.
eng,Don't forget Tom's exorcism is tomorrow.
eng,No one listens to Tom.
eng,It's cold there.
eng,It gets cold there.
eng,I live in England.
eng,Tom lives in England.
eng,Tom was beaten up for speaking Welsh in school.
eng,Tom was punished for speaking Welsh in school.
eng,I live in Cardiff.
eng,Cardiff is the capital of Wales.
eng,I live in Newport.
eng,Tom's Welsh is impeccable.
eng,Tom's French is impeccable.
eng,Isn't Tom loaded?
eng,"Tom is loaded, isn't he?"
eng,I thought Tom was loaded.
eng,There are no just hierarchies.
eng,We rescued Cookie.
eng,We rescued our dog.
eng,Our dog Cookie is a rescue.
eng,How much do you really know about hippopotamuses?
eng,You would make a good Muppet.
eng,He's always been a conservative.
eng,Low German and High German are separate languages.
eng,Low German is closer to Frisian than to High German.
eng,Low German is closer to Frisian and Dutch than to High German.
eng,"Mr. Glass did not, like most successful humorists, begin as a writer of tragedy."
eng,Could I get a referral to your food pantry?
eng,The Bantu languages are a subfamily of the Niger-Congo languages.
eng,It's OK to want attention.
eng,Zucchini is a variety of summer squash.
eng,It's within the realm of possibility.
eng,That's not a drag show; it's a straight strip club.
eng,Channers love to project their own pedophilia onto queer people.
eng,What is the capital city of Bangladesh?
eng,What is the official language of Bangladesh?
eng,Which religion is the majority in Bangladesh?
eng,Who is the current Prime Minister of Bangladesh?
eng,What is the national animal of Bangladesh?
eng,Which significant event in Bangladesh's history led to its independence in 1971?
eng,Which industry is the largest contributor to Bangladesh's economy?
eng,What is the traditional attire worn by men and women in Bangladesh called?
eng,The capital city of Bangladesh is Dhaka.
eng,"Islam is the majority religion in Bangladesh, with over 90% of the population practicing it."
eng,The national animal of Bangladesh is the Royal Bengal Tiger.
eng,The current Prime Minister of Bangladesh is Khaleda Zia.
eng,The garment industry is the largest contributor to Bangladesh's economy.
eng,What is the most popular sport in Bangladesh?
eng,It's no bother.
eng,The number of people self-identifying as left-handed shot up when stigma against left-handedness was eliminated.
eng,Why are cats so sweet?
eng,How are the puppers?
eng,You'll see why that's important soon.
eng,That's going to become more and more important in the days to come.
eng,You've never seen anything like this.
eng,What you're about to see may disturb you.
eng,We're caught up.
eng,Can I see that book?
eng,Can I see a menu?
eng,Can I have a menu?
eng,I'd like to order food.
eng,Would you like to start a tab?
eng,You wanna start a tab?
eng,You're cut off.
eng,I'm not ordering food.
eng,Her kidneys were bad.
eng,People were tougher back then.
eng,She had a brief relationship with Tom Jackson.
eng,He used to be married to Tom Jackson.
eng,They had a brief fling.
eng,We're going to be wrapping this up soon.
eng,Have you ever wondered if the stories are true?
eng,You can't exorcise demons.
eng,I can give you the address if you want.
eng,He decided to go back.
eng,Tom decided to go back.
eng,They were pretty old.
eng,Alternative medicine kills.
eng,I want to see that picture.
eng,"She was going to, but she decided not to."
eng,This was the beginning of the end.
eng,That was the beginning of the end.
eng,He's going to kill you.
eng,They're not prepared.
eng,They aren't prepared.
eng,They weren't very well prepared.
eng,They hadn't done much preparation.
eng,They hadn't prepared much.
eng,It was no secret.
eng,There's a pond in the middle of the forest.
eng,They've always been hypocrites and they've never cared about free speech.
eng,"The baby was born early Monday morning, weighing 7 lb 3 oz (3.26 kg)."
eng,Crimea isn't part of Russia.
eng,"We have a pope. ""I'm sorry."""
eng,I've never had a cat.
eng,Tom won't stop meowing at me.
eng,"Tom won't stop meowing at me. ""Your cat?"" ""Oh, no. Sorry. Tom's my husband."""
eng,"No, I don't think we have too many cats."
eng,"It's not so bad, it's good. It's just bad."
eng,"But it was not, in fact, the end of ideology."
eng,I must have taken a wrong turn.
eng,I often saw ducks in the pond in the middle of the forest.
eng,Were they anarchists?
eng,He was a Trotskyist.
eng,He was a Trot.
eng,They were trusted to make good decisions.
eng,Tom barely even noticed it.
eng,We don't want to fight for you.
eng,Tom showed a lot of promise.
eng,Tom has shown a lot of promise.
eng,I don't like this guy.
eng,He had just been arrested.
eng,I think Cookie got into something he wasn't supposed to.
eng,Dogs bred to have short muzzles often have breathing problems.
eng,"I've had enough of your tomfoolery, Tom."
eng,I've had enough of your tomfoolery.
eng,There goes Tom with his tomfoolery again.
eng,That's enough tomfoolery.
eng,Intellectual property is theft.
eng,Reading this sentence constitutes acceptance of its terms and conditions.
eng,You're not just adorable; you're two dorables!
eng,"The social contract is, specifically, a EULA."
eng,"As you can see, I'm very random."
eng,I'm not inspired.
eng,It's an old version.
eng,It's not inspired.
eng,It wasn't inspired.
eng,"How was the movie? ""Uninspired."""
eng,Tom logged off.
eng,I refuse to answer that question.
eng,I don't owe you an answer.
eng,Everyone who disagrees with you isn't the same person.
eng,We did the best we could for them.
eng,Tom doesn't bowl.
eng,Tom is a professional bowler.
eng,Tom is a league championship bowler.
eng,They don't say it like that in French.
eng,We're all doing what we can.
eng,Cookie stuck his butt in my face again.
eng,They targeted gamers. Gamers.
eng,Grief is powerful.
eng,Grief can mess you up if you're not careful.
eng,When is the Kabyle flag coming back to Tatoeba?
eng,The U.S. Constitution was poorly written.
eng,Trump lost. Fuck your feelings.
eng,"Tom was his usual, chipper self today."
eng,"Pigs are for hugging, not for eating."
eng,What does God need with that?
eng,He's my long-lost brother.
eng,Does the captain know?
eng,"Captain, there's an unidentified alien ship approaching."
eng,"He found the speeches tedious enough, and thought Sir John a dreadful windbag."
eng,God is a cat.
eng,America has too many cars and not enough public transportation.
eng,Do you hear birds?
eng,Do you hear a bird?
eng,"Are there any safe, non-abusive psychiatric wards around here? ""No."""
eng,It really is happening.
eng,"If you lived here, you'd be home by now."
eng,Why would Tom ghost me?
eng,Tom's being called out.
eng,Tom isn't a Millennial.
eng,That will be it for today.
eng,That'll be it.
eng,I need the schematics.
eng,Wake me up before you go.
eng,I accidentally got two bottles of conditioner.
eng,He has a hard time bringing in enough money.
eng,"That looks like a nasty rash. ""I got it from a caterpillar."""
eng,He was a communist rebel.
eng,Most wars aren't necessary.
eng,He started losing his shit.
eng,He's jealous of them.
eng,I love his character arc.
eng,Tom? Who's Tom?
eng,He's the guy with the Saddam mustache.
eng,He disappeared mysteriously.
eng,He mysteriously disappeared.
eng,He complained about her constantly.
eng,Tom won't stop farting.
eng,You believe in angels; why do demons seem far-fetched?
eng,Mr. Jackson is a terrible teacher.
eng,Mr. Jackson is the worst teacher.
eng,Forget everything you think you know about Boston.
eng,We're on a spaceship.
eng,You are on day 333 of your 30-day trial.
eng,Tom makes me so mad.
eng,Tom chases a mouse around all day.
fra,C'est le cas de le dire.
fra,Mes douleurs au ventre persistent.
fra,Je vais réussir si je persiste.
eng,I mean that with no disrespect.
eng,I mean that with full disrespect.
eng,The world's plutocrats are globalized; the world proletariat must be internationalized.
eng,Plutocrats love to buy things that oppose them.
eng,The U.S. media has always reserved its strongest contempt and moral outrage for the left.
eng,The U.S. media is liberal and pro-establishment; it is not left-wing.
eng,I haven't used that site in ten years.
eng,The same people trying to ban trans healthcare are also trying to ban abortion healthcare.
eng,"The word ""robot"" comes from Czech."
eng,"The word ""golem"" comes from Hebrew."
eng,This dude is a genius.
eng,"Yes, I've always been queer."
eng,Mary doesn't even go here.
eng,They're a wrestling tag team.
eng,I don't care that you're the Pope; you can't touch my feet.
eng,Why does the Pope live in a palace?
eng,Why are galaxies mostly flat?
eng,The sky is blue because of the scattering of sunlight in the atmosphere.
eng,Does Mars have a magnetic field?
eng,Why doesn't Mars have a magnetic field?
eng,Is life a freak occurrence?
eng,The pantry is locked.
eng,Obama came to Japan offering reassurances that the Japanese leadership has been wanting to hear.
eng,"We love competition and healthy attendance, with deep respect."
fra,"Nous aimons la compétition et la saine fréquentation, avec un profond respect."
eng,No religion is a monolith.
eng,Tom's making things up again.
eng,The Russian army has no business in Ukraine.
eng,My stuff doesn't sell there.
eng,Poetry doesn't pay.
eng,Thanks for reblogging.
eng,I can't imagine that ever helping anyone.
eng,"If you commit a crime, don't post about it online."
eng,Tom gave the watchword and was allowed in.
eng,Sleep apnea occurs most often when sleeping in a supine position.
eng,We're on a straightaway stretching towards the horizon with no other cars around.
eng,"At this level of magnification, I can't even tell what I'm looking at."
eng,The erstwhile lovers chatted and caught up.
eng,"It's an unobtrusive way of advertising, so they say."
eng,Tom has been showing a lot of promise.
eng,Tom shows a lot of promise.
eng,Government agencies have increased patrols to nab those behind the crimes.
eng,The type of person who boasts about their IQ is likely to be exaggerating it.
eng,Tatoeba? It's nothing but a bunch of tomfoolery.
eng,I'm not immature! You're immature!
eng,"Cookie, I don't think we're in Boston anymore."
eng,Shmuel goes to my shul.
eng,The British Chief Rabbi is really only the head of one Orthodox group.
eng,I daven with Shmuel.
eng,They were ignorant men.
eng,No one says it like that.
eng,Do you think it's cooled down enough?
eng,They had a nickname for you in Boston; what was it?
eng,Learning a new operating system is never easy.
eng,It isn't helpful to dwell on it.
eng,It's not worth dwelling on.
eng,Tom is a classic Byronic hero.
eng,We don't have the technology for that.
eng,I couldn't tell you.
eng,"Well, isn't that nice?"
eng,Huh. I wonder who that's for.
eng,Snape kills Dumbledore.
eng,The vast majority of Jews have no input into Hollywood whatsoever.
eng,You're the one who wanted to come with me.
eng,Do not flush.
eng,Tom won Employee of the Week.
eng,"Fungi talk, but it's mostly a mix of nonsense and penetrating insight into your life."
eng,I don't have much confidence.
eng,Tom doesn't have much confidence.
eng,You little demon!
eng,"Why do you think your leaders want you to be afraid of ""wokeism"" so much?"
eng,I was talking about mushrooms.
eng,Tom lives in a giant carved-out mushroom.
eng,Tom is a gnome who lives in a carved-out mushroom.
eng,Mushrooms are wise.
eng,Jim Poland—for such was the big man's name—growled and spat reflectively into a spittoon.
eng,Is Lady Gaga an actor?
eng,"We've got three cats in the house, and we're also feeding a few strays."
eng,It takes years.
eng,It could lead to a disaster.
eng,Could God create a stone so heavy that he himself could not lift it?
